age,religion,community,income,gender,segment,scheme,link
25,muslim,mbc,1336000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
43,others,bc,1216000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
29,christian,bc,1773000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
60,others,mbc,921000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
60,others,bc,962000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
34,muslim,bc,1238000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
58,hindu,mbc,1759000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
29,christian,mbc,1870000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
26,muslim,mbc,916000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
45,christian,bc,1038000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
44,others,bc,1569000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,christian,bc,788000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,hindu,bc,1525000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
59,others,mbc,1065000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
55,others,mbc,1574000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
46,hindu,bc,985000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
25,muslim,mbc,527000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
38,others,bc,837000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
30,christian,mbc,994000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
27,christian,bc,532000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
51,others,mbc,1347000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
35,muslim,mbc,1817000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
57,christian,mbc,1978000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,muslim,mbc,902000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
55,muslim,mbc,1817000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,christian,bc,1478000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
37,christian,bc,1300000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
59,muslim,mbc,1217000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
52,others,mbc,1762000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
30,christian,bc,848000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
28,others,mbc,1208000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
37,hindu,mbc,1267000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
39,muslim,mbc,1417000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
48,christian,bc,1685000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
26,muslim,mbc,1208000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
27,others,mbc,1862000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
60,hindu,mbc,1883000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
37,christian,mbc,829000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
47,hindu,bc,1846000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
33,others,bc,806000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
33,hindu,bc,977000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
45,others,mbc,1639000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
31,hindu,bc,966000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
45,hindu,mbc,1907000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
53,muslim,mbc,1263000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
47,hindu,bc,883000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
28,christian,mbc,1433000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
53,hindu,bc,1784000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,muslim,mbc,908000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
47,others,bc,1869000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
54,christian,mbc,1698000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
35,others,bc,1168000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
41,muslim,mbc,677000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
39,muslim,bc,1276000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
48,muslim,mbc,757000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
38,muslim,mbc,678000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
49,others,bc,787000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
34,others,bc,746000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
36,christian,mbc,1580000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
25,others,mbc,1173000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
47,hindu,mbc,1947000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
30,others,mbc,1872000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
39,christian,mbc,1311000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
32,christian,mbc,744000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
32,others,bc,1119000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
45,christian,mbc,1308000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
47,others,bc,841000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
37,muslim,mbc,1721000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
47,christian,bc,745000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
33,muslim,mbc,1471000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
56,hindu,mbc,1407000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,christian,bc,727000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
52,others,mbc,1098000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
32,others,mbc,1762000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
57,others,bc,525000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,christian,mbc,1360000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
34,christian,mbc,1607000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
44,muslim,bc,1568000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
